title,link,square_meters,rooms,price,date,district
YAKINCADA YATAY MİMARİ ALTI KATLI BİNANDA 3+1 DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-yakincada-yatay-mimari-alti-katli-binanda-3-plus1-daireler-1143509923/detay,170,3+1,2450000,20 Ocak 2024,YeşilyurtKöyler
HAKAN AKAY GAYRİMENKUL'DEN TECDE DE 4+1 LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-hakan-akay-gayrimenkul-den-tecde-de-4-plus1-lux-daire-1148945327/detay,220,4+1,2900000,19 Ocak 2024,YeşilyurtMerkez
SAHİBİNDEN SATILIK LÜKS 2+1 DAİRE 8. Ayda temel atılmıştır.,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-luks-2-plus1-daire-8-ayda-temel-atilmistir-1123793263/detay,110,2+1,2750000,18 Ocak 2024,BattalgaziMerkez
AYGÜL EMLAKTAN ACİL ÖZALPERDE 3+1 SATILIK DUBLEKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-aygul-emlaktan-acil-ozalperde-3-plus1-satilik-dubleks-daire-1117928007/detay,220,3+1,1875000,17 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN TECDE'DE BEDAVA SIFIR 3+1 GİRİŞ KAT,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-tecde-de-bedava-sifir-3-plus1-giris-kat-1136463818/detay,165,3+1,1940000,17 Ocak 2024,YeşilyurtMerkez
REFERANS'TAN BAŞHARIK MAHALLESİNDE 3+1 ULTRA LÜKS DAİRE PROJESİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-referans-tan-basharik-mahallesinde-3-plus1-ultra-luks-daire-projesi-1148171693/detay,150,3+1,3250000,16 Ocak 2024,BattalgaziMerkez
ACİL SATLIK 4+1 + KİLER ÖZEL YAPILI DAİRE OTURMAYA HAZIR,https://www.sahibinden.com/ilan/emlak-konut-satilik-acil-satlik-4-plus1-plus-kiler-ozel-yapili-daire-oturmaya-hazir-1113423334/detay,275,4.5+1,3950000,15 Ocak 2024,YeşilyurtMerkez
REFERANS'TAN KERNEK MEYDANINDA 1+1 VIP REZİDANS,https://www.sahibinden.com/ilan/emlak-konut-satilik-referans-tan-kernek-meydaninda-1-plus1-vip-rezidans-1147986184/detay,75,1+1,1700000,15 Ocak 2024,BattalgaziMerkez
"NİKAH SARAYI YANINDA, LÜKS ARAÇ TAKASLI DOĞU, KUZEY CEP.",https://www.sahibinden.com/ilan/emlak-konut-satilik-nikah-sarayi-yaninda-luks-arac-takasli-dogu-kuzey-cep-1119295247/detay,195,3+1,2950000,20 Aralık 2023,YeşilyurtMerkez
***TANDOĞAN MAH. 4 KATLI TEK BLOKLU BİNA 3+1 DAİRE(KISA SÜRE)***,https://www.sahibinden.com/ilan/emlak-konut-satilik-tandogan-mah-4-katli-tek-bloklu-bina-3-plus1-daire-kisa-sure-1130807006/detay,160,3+1,2150000,20 Ocak 2024,BattalgaziMerkez
ÇÖŞNÜK DE HASARSIZ YOLA CEPHE SATILIK DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-cosnuk-de-hasarsiz-yola-cephe-satilik-daireler-1149231656/detay,175,3+1,2649000,20 Ocak 2024,BattalgaziMerkez
YEŞİLTEPEDE HASARSIZ 2+1 SIFIR DAİRE.,https://www.sahibinden.com/ilan/emlak-konut-satilik-yesiltepede-hasarsiz-2-plus1-sifir-daire-1137356783/detay,120,2+1,1669000,19 Ocak 2024,YeşilyurtMerkez
VİP LİNE GAYRİMENKUL'DEN GÖNGÖR CADDESİNDE 4+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-vip-line-gayrimenkul-den-gongor-caddesinde-4-plus1-ara-kat-daire-1058714572/detay,215,4+1,2625000,19 Ocak 2024,YeşilyurtMerkez
Uzman Gayrımenkuldan Satılık 3+1 Daıre Pasaköşkü Mah,https://www.sahibinden.com/ilan/emlak-konut-satilik-uzman-gayrimenkuldan-satilik-3-plus1-daire-pasakosku-mah-1137282505/detay,230,3.5+1,2350000,19 Ocak 2024,BattalgaziMerkez
RW CADDEDEN 1 YAŞINDA SİTE İÇERİSİNDE FULL YAPILI SATILIK 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-caddeden-1-yasinda-site-icerisinde-full-yapili-satilik-3-plus1-1134283254/detay,165,3+1,2250000,19 Ocak 2024,YeşilyurtMerkez
GENÇ GİRİŞİM'DEN YATIRIMLIK ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisim-den-yatirimlik-ara-kat-daire-1148489788/detay,135,2+1,1539999,17 Ocak 2024,YeşilyurtMerkez
BU FİYATA BU DAİRE SADECE REMAX SİLVER'DA,https://www.sahibinden.com/ilan/emlak-konut-satilik-bu-fiyata-bu-daire-sadece-remax-silver-da-1148153928/detay,190,3+1,1740000,16 Ocak 2024,YeşilyurtMerkez
BİZİM GAYRİMENKUL'DEN YEŞİLÇAM'da SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bizim-gayrimenkul-den-yesilcam-da-satilik-4-plus1-daire-1147909126/detay,230,4+1,2750000,15 Ocak 2024,BattalgaziMerkez
İSTASYON CİVARINDA SIFIR VE HASARSIZ SATILIK DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-istasyon-civarinda-sifir-ve-hasarsiz-satilik-daireler-1122173216/detay,90,1+1,1345000,15 Ocak 2024,YeşilyurtMerkez
ÖZALPER DE SATILIK 2+2 DUBLEKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozalper-de-satilik-2-plus2-dubleks-daire-1136357196/detay,175,2+2,2299999,14 Ocak 2024,YeşilyurtMerkez
BOZDOĞANDAN ÖZALPERDE SATILIK 3+1 HASARSIZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bozdogandan-ozalperde-satilik-3-plus1-hasarsiz-daire-1104169543/detay,145,3+1,1900000,20 Ocak 2024,YeşilyurtMerkez
ŞOKK MALATYADA SATILIK DAİRE 2+1 ÇÖŞNÜK MEMUR SEN TOKİ DE DOĞAL,https://www.sahibinden.com/ilan/emlak-konut-satilik-sokk-malatyada-satilik-daire-2-plus1-cosnuk-memur-sen-toki-de-dogal-1149327555/detay,85,2+1,1650000,20 Ocak 2024,BattalgaziMerkez
Başharık Toki Satılık,https://www.sahibinden.com/ilan/emlak-konut-satilik-basharik-toki-satilik-1149321593/detay,147,3+1,2100000,20 Ocak 2024,BattalgaziMerkez
RW CADDEDEN LİVADİ SİTESİNDE SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-caddeden-livadi-sitesinde-satilik-4-plus1-daire-1111412882/detay,200,4+1,3850000,20 Ocak 2024,YeşilyurtMerkez
Giriş Katı Var Ferah Çok Uygun Sahibinden Konut 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-giris-kati-var-sb2f-cok-uygun-sahibinden-konut-31-846789327/detay,125,3+1,1800000,20 Ocak 2024,BattalgaziMerkez
RW CADDE GAYRİMENKULDEN HASANBEYDE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-cadde-gayrimenkulden-hasanbeyde-satilik-3-plus1-daire-1124204218/detay,140,3+1,1260000,20 Ocak 2024,YeşilyurtMerkez
koyunoğlu satılık daire ACİL,https://www.sahibinden.com/ilan/emlak-konut-satilik-koyunoglu-satilik-daire-acil-1143590194/detay,130,2+1,1000000,20 Ocak 2024,YeşilyurtMerkez
KANALBOYU EMLAKTAN ŞEHİT FEVZİ TOKİDE SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlaktan-sehit-fevzi-tokide-satilik-2-plus1-daire-1136583487/detay,135,2+1,2600000,20 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN FIRAT MAH TOKİ MDG GENİŞ BALKONLU YAPILI 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-firat-mah-toki-mdg-genis-balkonlu-yapili-3-plus1-1146073746/detay,136,3+1,1465000,20 Ocak 2024,BattalgaziMerkez
Tokiden daha sağlam daire Bera Sancaktar bu fiyata kaçırma,https://www.sahibinden.com/ilan/emlak-konut-satilik-tokiden-daha-saglam-daire-bera-sancaktar-bu-fiyata-kacirma-1149301323/detay,185,3+1,2850000,20 Ocak 2024,BattalgaziMerkez
satılık 1+1 DAİRE YILLİK kira 96 bin kırediye uygun acil satılık,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-1-plus1-daire-yillik-kira-96-bin-kirediye-uygun-acil-satilik-1118839985/detay,80,1+1,895000,20 Ocak 2024,BattalgaziMerkez
BERKE'DEN FIRSAT! BEYDAĞI TOKİ'DE 3+1 FULL YAPILI SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-berke-den-firsat-beydagi-toki-de-3-plus1-full-yapili-satilik-daire-1146059864/detay,150,3+1,1330000,20 Ocak 2024,YeşilyurtMerkez
ÖZGÜRDEN ÖZALPERDE KAÇIRILMAZ FIRSAT MÜSTAKİL DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgurden-ozalperde-kacirilmaz-firsat-mustakil-daire-1149283074/detay,140,2+1,1800000,20 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN TECDEDE İKİ BLOKLU SİTEDE LÜX 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-tecdede-iki-bloklu-sitede-lux-4-plus1-daire-1143628619/detay,240,4+1,4750000,20 Ocak 2024,YeşilyurtMerkez
KANALBOYU EMLAK'TAN BAŞHARIKTA HASARSIZ SIFIR 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlak-tan-basharikta-hasarsiz-sifir-3-plus1-daire-1092128355/detay,175,3+1,2650000,20 Ocak 2024,BattalgaziMerkez
KANALBOYU EMLAK'TAN MALİYENİN ARKASIN'DA 3+1 EMSALSİZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlak-tan-maliyenin-arkasin-da-3-plus1-emsalsiz-daire-1090988168/detay,125,3+1,1900000,20 Ocak 2024,BattalgaziMerkez
Battalgazi Üçbaglarda 3+1 Sıfır Daire Kuşak Yoluna Cepheli,https://www.sahibinden.com/ilan/emlak-konut-satilik-battalgazi-ucbaglarda-3-plus1-sifir-daire-kusak-yoluna-cepheli-1149264805/detay,165,3+1,2350000,20 Ocak 2024,BattalgaziMerkez
TURANLARDAN...PAŞA­KÖŞKÖŞKÜ-HASANBEY ARASI 3+1 SATILIK DAİRE!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-turanlardan...pasakoskosku-hasanbey-arasi-3-plus1-satilik-daire-1122561652/detay,160,3+1,2180000,20 Ocak 2024,BattalgaziMerkez
FAHRİ KAYAHAN CADDE ÜZERİNDE 4+1 KİLERLİ LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-fahri-kayahan-cadde-uzerinde-4-plus1-kilerli-luks-daire-1149246228/detay,220,4+1,5000000,20 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞTEN KARAGÖZ TOKİLERDE 3+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-kelesten-karagoz-tokilerde-3-plus1-ara-kat-daire-1128775550/detay,130,3+1,1550000,20 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN ZAVİYE MAH'DE 1 YILLIK LÜKS 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-zaviye-mah-de-1-yillik-luks-3-plus1-daire-1116963432/detay,145,3+1,2480000,20 Ocak 2024,YeşilyurtMerkez
"Sivas Çad. Full Eşyalı , Satılık 1+1 Daire Son Fiyat",https://www.sahibinden.com/ilan/emlak-konut-satilik-sivas-cad-full-esyali-satilik-1-plus1-daire-son-fiyat-1132291399/detay,50,1+1,1375000,20 Ocak 2024,BattalgaziMerkez
REMAX SILVER'DAN PAŞAKÖŞKÜ' NDE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-remax-silver-dan-pasakosku-nde-satilik-daire-1110360125/detay,140,3+1,1250000,20 Ocak 2024,BattalgaziMerkez
---GALATADAN SIFIR SATILIK DAİRE---,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-sifir-satilik-daire-1128723841/detay,110,2+1,2150000,20 Ocak 2024,BattalgaziMerkez
--GALATADAN SATILIK FIRSAT 1+1--,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-satilik-firsat-1-plus1-1121512030/detay,80,1+1,1050000,20 Ocak 2024,Yeşilyurt
İK GAYRİMENKUL'DEN AKINCI LİSESİ YAKININDA SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ik-gayrimenkul-den-akinci-lisesi-yakininda-satilik-3-plus1-daire-1143581491/detay,196,3+1,1650000,20 Ocak 2024,BattalgaziMerkez
RW CADDEDEN CENGİZ TOPELDE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-caddeden-cengiz-topelde-satilik-3-plus1-daire-1145993692/detay,150,3+1,1250000,20 Ocak 2024,BattalgaziMerkez
ŞAŞMAZLAR'DAN ZAFER MAH. KAÇIRILMAYACAK 3+1 SATILIK DAİRE!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-sasmazlar-dan-zafer-mah-kacirilmayacak-3-plus1-satilik-daire-1149205072/detay,180,3+1,1650000,20 Ocak 2024,BattalgaziMerkez
OFİS OLMAYA UYGUN AŞAĞI EMEKSİZDE 2+1 FUL YAPILI SIFIR ÖN CEPHE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ofis-olmaya-uygun-asagi-emeksizde-2-plus1-ful-yapili-sifir-on-cephe-1112142498/detay,110,2+1,1499000,20 Ocak 2024,YeşilyurtMerkez
YEŞİLTEPE TOKİDE HASARSIZ ULTRA LÜKS FUL YAPILI 3+1DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yesiltepe-tokide-hasarsiz-ultra-luks-ful-yapili-3-plus1daire-1140419762/detay,146,3+1,2500000,20 Ocak 2024,YeşilyurtMerkez
KARAKAVAKTA TAŞINMAYA HAZIR 4+1+1KİLERLİ FUL YAPILI SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-karakavakta-tasinmaya-hazir-4-plus1-plus1kilerli-ful-yapili-sifir-daire-1112332390/detay,225,4+1,3290000,20 Ocak 2024,YeşilyurtMerkez
PATRON ÇILDIRDI HASARSIZ YATAY MİMARİYE UYGUN 2+1 SIFIR ARA KAT,https://www.sahibinden.com/ilan/emlak-konut-satilik-patron-cildirdi-hasarsiz-yatay-mimariye-uygun-2-plus1-sifir-ara-kat-1099733568/detay,80,2+1,939000,20 Ocak 2024,BattalgaziMerkez
ŞAŞMAZLAR GAYRİMENKULDEN YEŞİLÇAM'DA 4+1 KAÇIRILMAYACAK DAİRE!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-sasmazlar-gayrimenkulden-yesilcam-da-4-plus1-kacirilmayacak-daire-1134010590/detay,210,4+1,2420000,20 Ocak 2024,BattalgaziMerkez
KANALBOYU EMLAK'TAN MALZEMECİDEN 4+1 PREMİUM LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlak-tan-malzemeciden-4-plus1-premium-lux-daire-1143548710/detay,230,4+1,4750000,20 Ocak 2024,YeşilyurtMerkez
TOKİ DE SATILIK 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-toki-de-satilik-1-plus1-daire-1143553022/detay,65,1+1,690000,20 Ocak 2024,YeşilyurtMerkez
*ÇAMLICA GAYRİMENKULDEN ACİLL SATILIK 3+1 FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-camlica-gayrimenkulden-acill-satilik-3-plus1-full-yapili-daire-1149188285/detay,150,3+1,1710000,20 Ocak 2024,BattalgaziMerkez
EMRAH ÖZTÜRKMEN'DEN İNDERESİ TOKİ DE 3+1 ARAKAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emrah-ozturkmen-den-inderesi-toki-de-3-plus1-arakat-daire-1149186999/detay,140,3+1,1850000,20 Ocak 2024,BattalgaziMerkez
EMRE ALPAY'DAN TECDE'DE MUHTEŞEM KONUMDA 5+1 ULTRA LÜKS VİLLA,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-tecde-de-muhtesem-konumda-5-plus1-ultra-luks-villa-1145970251/detay,350,5+1,10000000,20 Ocak 2024,YeşilyurtMerkez
MANAS SELÇUKLULAR SİTESİNDE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-manas-selcuklular-sitesinde-satilik-3-plus1-daire-1132365971/detay,181,3+1,3650000,20 Ocak 2024,YeşilyurtMerkez
EMRE ALPAY'DAN FAHRİKAYHANDA MUHTEŞEM KONUMDA 3+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-fahrikayhanda-muhtesem-konumda-3-plus1-ara-kat-daire-1145965095/detay,220,3+1,4750000,20 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN YEŞİLTEPE TOKİ KONUTLARINDA 3+1 YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-yesiltepe-toki-konutlarinda-3-plus1-yapili-daire-1136701516/detay,145,3+1,1635000,20 Ocak 2024,YeşilyurtMerkez
EMRE ALPAY'DAN BAŞHARIKTA MUHTEŞEM KONUMDA 3+1 FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-basharikta-muhtesem-konumda-3-plus1-full-yapili-daire-1145960750/detay,165,3+1,2950000,20 Ocak 2024,BattalgaziMerkez
SIFIR ARA KAT DAİRE MERKEZDE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sifir-ara-kat-daire-merkezde-1149173790/detay,135,2+1,2100000,20 Ocak 2024,BattalgaziMerkez
İPEK CADDESİNDE 3+1 YÜKSEK GİRİŞ SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ipek-caddesinde-3-plus1-yuksek-giris-satilik-daire-1108707395/detay,180,3+1,1050000,20 Ocak 2024,BattalgaziMerkez
SELAM EMLAKTAN BATTALGAZİ ÇATYOLA YAKIN 2+1 SIFIR DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-selam-emlaktan-battalgazi-catyola-yakin-2-plus1-sifir-daireler-1098831821/detay,110,2+1,1990000,20 Ocak 2024,BattalgaziMerkez
SELAM EMLAKTAN YUKARI ÇÖŞNÜKTE 3+1 ARAKAT 160m2 SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-selam-emlaktan-yukari-cosnukte-3-plus1-arakat-160m2-sifir-daire-1116245080/detay,160,3+1,2750000,20 Ocak 2024,BattalgaziMerkez
SELAM EMLAKTAN ÜNİVERSTE KARŞISI ACİL SATLIK 2+1 EŞYALI REZİDANS,https://www.sahibinden.com/ilan/emlak-konut-satilik-selam-emlaktan-universte-karsisi-acil-satlik-2-plus1-esyali-rezidans-1143514576/detay,70,2+1,1150000,20 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'TEN ŞEYHBAYRAMDA FULL+FULL YAPILI 3+1 BAHÇELİ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-ten-seyhbayramda-full-plusfull-yapili-3-plus1-bahceli-daire-1149159885/detay,170,3+1,1600000,20 Ocak 2024,YeşilyurtMerkez
MİHRİBAN EMLAK.TA SATILIK 4+1DAİRE KARAKAVAK MAH.ÇEVREYOLUNA YAK,https://www.sahibinden.com/ilan/emlak-konut-satilik-mihriban-emlak.ta-satilik-4-plus1daire-karakavak-mah.cevreyoluna-yak-1149156166/detay,210,4+1,2750000,20 Ocak 2024,YeşilyurtMerkez
TECDE GÜNGÖR CADDESİNDE ULTRA LÜKS 4+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecde-gungor-caddesinde-ultra-luks-4-plus1-satilik-daire-1112751705/detay,238,4+1,4100000,20 Ocak 2024,YeşilyurtMerkez
EMEK'ten PAŞAKÖŞKÜ'nde 2009 YAPIMI 3+1 160M2 *4 KATLI BİNA*,https://www.sahibinden.com/ilan/emlak-konut-satilik-emek-ten-pasakosku-nde-2009-yapimi-3-plus1-160m2-4-katli-bina-1131548298/detay,160,3+1,1250000,20 Ocak 2024,BattalgaziMerkez
VALİ KONAĞINDA CADDE ÜZERİ SATILIK ARA KAT 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-vali-konaginda-cadde-uzeri-satilik-ara-kat-4-plus1-daire-1133642570/detay,220,4+1,2050000,20 Ocak 2024,BattalgaziMerkez
BOZDOĞANDAN KOYUNOĞLUNDA SATILIK HASARSIZ DUBLEX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bozdogandan-koyunoglunda-satilik-hasarsiz-dublex-daire-1143367290/detay,250,5+1,2250000,20 Ocak 2024,YeşilyurtMerkez
İKİZLER GAYRİMENKULDEN SATILIK 3+1 LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ikizler-gayrimenkulden-satilik-3-plus1-luks-daire-1143428209/detay,180,3+1,2950000,20 Ocak 2024,YeşilyurtMerkez
Konut Lüx Yok 3+1 Yüksek Giriş Son 3 gün! Sahibinden,https://www.sahibinden.com/ilan/emlak-konut-satilik-konut-lux-yok-31-yuksek-giris-son-3-gun-sb2f-846830420/detay,180,3+1,1050000,20 Ocak 2024,YeşilyurtMerkez
ESKİ TOKİ FULL+FULL YAPILI,https://www.sahibinden.com/ilan/emlak-konut-satilik-eski-toki-full-plusfull-yapili-1149108117/detay,136,3+1,1830000,20 Ocak 2024,Akçadağ
ÖzYeşilyurt Emlaktan Yatırımlık 2+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-yatirimlik-2-plus1-1104369285/detay,70,2+1,1150000,20 Ocak 2024,BattalgaziMerkez
ÖzYeşilyurt Emlaktan TANDOĞAN 4+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-tandogan-4-plus1-941017730/detay,225,4+1,3850000,20 Ocak 2024,BattalgaziMerkez
ÖzYeşilyurt Emlaktan Manas Evleri 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-manas-evleri-3-plus1-1106580207/detay,156,3+1,2000000,20 Ocak 2024,YeşilyurtKöyler
ÖzYeşilyurt Emlaktan SİVAS Caddesi 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-sivas-caddesi-3-plus1-1137240749/detay,155,3+1,2750000,20 Ocak 2024,BattalgaziMerkez
MİMAR SİNAN RESİDENCE EŞYALI 2+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mimar-sinan-residence-esyali-2-plus1-ara-kat-daire-1149111745/detay,90,2+1,1375000,20 Ocak 2024,BattalgaziMerkez
BİRİKİM'DEN UYGUN FİYATLI EV İSTEYENLERE!!!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-uygun-fiyatli-ev-isteyenlere-1114167821/detay,140,3+1,790000,19 Ocak 2024,YeşilyurtMerkez
TAÇ GAYRİMENKULDE TECDEDE LÜKS 4+1 DAİRE TAKASA AÇIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-tac-gayrimenkulde-tecdede-luks-4-plus1-daire-takasa-acik-1124542421/detay,243,4+1,4750000,19 Ocak 2024,YeşilyurtMerkez
TAÇ GAYRİMENKULDEN Y.ÇÖŞNÜKTE ARA KAT DAİRE TAKASA AÇIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-tac-gayrimenkulden-y.cosnukte-ara-kat-daire-takasa-acik-1111580153/detay,180,3+1,2590000,19 Ocak 2024,BattalgaziMerkez
KARAGÖZ TOKİDE SATILIK 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-karagoz-tokide-satilik-1-plus1-daire-1149073091/detay,90,1+1,745000,19 Ocak 2024,YeşilyurtMerkez
FAHRİ KAYAHAN'DA SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-fahri-kayahan-da-satilik-daire-1149050614/detay,275,4+1,3400000,19 Ocak 2024,YeşilyurtMerkez
ÇAMLICA GAYRİMENKUL'DEN TANDOĞANDA ÇEVREYOLU ÜZERİ LÜX 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-camlica-gayrimenkul-den-tandoganda-cevreyolu-uzeri-lux-3-plus1-daire-1072938014/detay,170,3+1,2450000,19 Ocak 2024,BattalgaziMerkez
BİRiKİM'DEN TECDE'DE SÜPER LÜX HAVUZLU 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-tecde-de-super-lux-havuzlu-4-plus1-daire-1137392745/detay,220,4+1,3800000,19 Ocak 2024,YeşilyurtMerkez
BİRİKİM'DEN PAŞAKÖŞKÜN'DE SIFIR 3+1 DAiRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-pasakoskun-de-sifir-3-plus1-daire-1131624287/detay,110,3+1,2150000,19 Ocak 2024,BattalgaziMerkez
AZİM AKINCI'DAN İLYAS MAH. SATILIK FIRSAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-azim-akinci-dan-ilyas-mah-satilik-firsat-daire-1149011785/detay,130,2+1,930000,19 Ocak 2024,YeşilyurtMerkez
NazSel EMLAK tan Kuzey garajı civarı SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-nazsel-emlak-tan-kuzey-garaji-civari-satilik-daire-1133834872/detay,196,3+1,3250000,19 Ocak 2024,BattalgaziMerkez
ENES IŞIK 'tan YAKINCADA HASARSIZ DELUXE 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-enes-isik-tan-yakincada-hasarsiz-deluxe-3-plus1-daire-1123934669/detay,175,3+1,2300000,19 Ocak 2024,YeşilyurtKöyler
MAHMUT BALTACIDAN NİKÂH SARAYI CİVARINDA MEGA LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-nikah-sarayi-civarinda-mega-lux-daire-1140113908/detay,225,4+1,4250000,19 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN ŞEYHBAYRAMDA SATILIK BUTİK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-seyhbayramda-satilik-butik-2-plus1-daire-1104778265/detay,90,2+1,2150000,19 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN ÇÖŞNÜKTE SIFIR 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-cosnukte-sifir-3-plus1-satilik-daire-1111249607/detay,165,3+1,2690000,19 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞTEN DİŞ HASTANESİ TOKİDE 1+1 YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-kelesten-dis-hastanesi-tokide-1-plus1-yapili-daire-1140599473/detay,55,1+1,640000,20 Ocak 2024,YeşilyurtMerkez
